riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs12914773-G	3E-10	-	0.402	-	"0.007 unit decrease"	[0.005-0.009]	MAP2K5	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:67727620	34446935	"Karlsson Linnér R"
rs4404022-A	5E-13	-	0.587	-	"0.009 unit decrease"	[0.007-0.011]	CD276,INSYN1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:73718089	34446935	"Karlsson Linnér R"
rs72730718-C	4E-11	-	0.929	-	"0.018 unit increase"	[0.012-0.024]	LINGO1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:77772569	34446935	"Karlsson Linnér R"
rs7167767-G	3E-10	-	0.347	-	"0.008 unit decrease"	[0.006-0.01]	ABHD17C	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:80733414	34446935	"Karlsson Linnér R"
rs113930428-A	9E-12	-	0.88	-	"0.013 unit increase"	[0.0091-0.0169]	BNC1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:83283386	34446935	"Karlsson Linnér R"
rs35380240-G	4E-10	-	0.577	-	"0.007 unit decrease"	[0.005-0.009]	NTRK3,LINC00052	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:87585747	34446935	"Karlsson Linnér R"
rs7495737-C	5E-9	-	0.604	-	"0.007 unit decrease"	[0.005-0.009]	POLG-DT,MIR9-3HG	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:89355925	34446935	"Karlsson Linnér R"
rs4702-G	1E-23	-	0.442	-	"0.012 unit increase"	[0.01-0.014]	FURIN	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:90883330	34446935	"Karlsson Linnér R"
rs11631953-A	1E-9	-	0.769	-	"0.009 unit increase"	[0.007-0.011]	NR2F2-AS1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:96319532	34446935	"Karlsson Linnér R"
rs1155641-G	1E-15	-	0.652	-	"0.01 unit decrease"	[0.008-0.012]	LINC02253,RN7SKP181	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:96959765	34446935	"Karlsson Linnér R"
rs12914977-C	4E-14	-	0.603	-	"0.009 unit decrease"	[0.007-0.011]	IGF1R	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:98661995	34446935	"Karlsson Linnér R"
rs1139897-G	7E-21	-	0.78	-	"0.013 unit increase"	[0.011-0.015]	RHOT2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:670986	34446935	"Karlsson Linnér R"
rs17136317-T	1E-8	-	0.762	-	"0.007 unit decrease"	[0.005-0.009]	ZNF75A	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:3316513	34446935	"Karlsson Linnér R"
rs9936015-G	3E-10	-	0.695	-	"0.008 unit decrease"	[0.006-0.01]	RBFOX1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:5777014	34446935	"Karlsson Linnér R"
rs4786809-C	9E-9	-	0.38	-	"0.007 unit increase"	[0.005-0.009]	RBFOX1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:6061252	34446935	"Karlsson Linnér R"
rs4494563-C	2E-11	-	0.817	-	"0.01 unit decrease"	[0.0061-0.0139]	RBFOX1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:7280127	34446935	"Karlsson Linnér R"
rs7192140-T	1E-9	-	0.507	-	"0.007 unit increase"	[0.005-0.009]	GRIN2A	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:10079891	34446935	"Karlsson Linnér R"
rs115690621-G	2E-9	-	0.675	-	"0.008 unit increase"	[0.006-0.01]	TMF1P1,ERCC4	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:13493225	34446935	"Karlsson Linnér R"
rs56225373-T	2E-10	-	0.839	-	"0.011 unit decrease"	[0.0071-0.0149]	ERCC4,TMF1P1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:13661551	34446935	"Karlsson Linnér R"
rs9922607-C	2E-15	-	0.793	-	"0.012 unit increase"	[0.01-0.014]	XYLT1,RPL7P47	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:17476363	34446935	"Karlsson Linnér R"
rs76853196-C	2E-12	-	0.685	-	"0.009 unit increase"	[0.007-0.011]	XYLT1,RPL7P47	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:17920063	34446935	"Karlsson Linnér R"
rs7188873-A	5E-15	-	0.38	-	"0.009 unit decrease"	[0.007-0.011]	TNRC6A	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:24715743	34446935	"Karlsson Linnér R"
rs7201336-G	1E-19	-	0.292	-	"0.012 unit decrease"	[0.01-0.014]	LINC02191,ZKSCAN2-DT	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:25340613	34446935	"Karlsson Linnér R"
rs7619544-C	1E-8	-	0.293	-	"0.007 unit increase"	[0.005-0.009]	ABHD5,RNU6-367P	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:43852053	34446935	"Karlsson Linnér R"
rs73079014-C	7E-18	-	0.875	-	"0.015 unit increase"	[0.011-0.019]	TRAIP,UBA7	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:49826050	34446935	"Karlsson Linnér R"
rs2526384-C	8E-23	-	0.656	-	"0.013 unit decrease"	[0.011-0.015]	SEMA3F-AS1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:50143703	34446935	"Karlsson Linnér R"
rs6445538-T	1E-11	-	0.776	-	"0.009 unit decrease"	[0.007-0.011]	STIMATE-MUSTN1,STIMATE	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:52840272	34446935	"Karlsson Linnér R"
rs312480-T	2E-10	-	0.102	-	"0.013 unit decrease"	[0.0091-0.0169]	CACNA1D	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:53495113	34446935	"Karlsson Linnér R"
rs7649275-G	3E-12	-	0.145	-	"0.012 unit increase"	[0.0081-0.0159]	CACNA1D	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:53724676	34446935	"Karlsson Linnér R"
rs61578424-G	1E-12	-	0.852	-	"0.012 unit decrease"	[0.0081-0.0159]	CACNA2D3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:54126299	34446935	"Karlsson Linnér R"
rs12488237-T	6E-9	-	0.943	-	"0.016 unit decrease"	[0.01-0.022]	ERC2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:56080833	34446935	"Karlsson Linnér R"
rs1002202-G	5E-17	-	0.577	-	"0.01 unit increase"	[0.008-0.012]	RNU6-281P,FOXP1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:70821939	34446935	"Karlsson Linnér R"
rs11720703-C	3E-27	-	0.471	-	"0.013 unit decrease"	[0.011-0.015]	FOXP1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:71011489	34446935	"Karlsson Linnér R"
rs13064098-C	3E-8	-	0.826	-	"0.008 unit increase"	[0.006-0.01]	RNU6-1270P,PDZRN3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:73271794	34446935	"Karlsson Linnér R"
rs62266828-G	4E-14	-	0.814	-	"0.012 unit increase"	[0.0081-0.0159]	CNTN3,NIPA2P2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:74991188	34446935	"Karlsson Linnér R"
rs7426688-C	6E-12	-	0.742	-	"0.009 unit increase"	[0.007-0.011]	ROBO2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:77191679	34446935	"Karlsson Linnér R"
rs796529-A	2E-9	-	0.29	-	"0.008 unit increase"	[0.006-0.01]	ROBO2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:77531064	34446935	"Karlsson Linnér R"
rs55756441-A	7E-10	-	0.81	-	"0.009 unit decrease"	[0.0051-0.0129]	LINC02027,GBE1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:81195215	34446935	"Karlsson Linnér R"
rs75415431-G	4E-18	-	0.802	-	"0.013 unit increase"	[0.011-0.015]	SRRM1P2,CYP51A1P1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:83284874	34446935	"Karlsson Linnér R"
rs12714592-A	2E-21	-	0.722	-	"0.012 unit decrease"	[0.01-0.014]	SRRM1P2,LINC00971	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:84338799	34446935	"Karlsson Linnér R"
rs993137-C	5E-53	-	0.383	-	"0.02 unit increase"	[0.018-0.022]	CADM2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:85449885	34446935	"Karlsson Linnér R"
rs4856605-G	2E-30	-	0.691	-	"0.014 unit increase"	[0.012-0.016]	CADM2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:85858431	34446935	"Karlsson Linnér R"
rs6767258-G	4E-15	-	0.153	-	"0.013 unit decrease"	[0.0091-0.0169]	ZNF654,CGGBP1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:88133743	34446935	"Karlsson Linnér R"
rs9835892-C	2E-15	-	0.573	-	"0.01 unit decrease"	[0.008-0.012]	NSUN3,ARMC10P1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:94488096	34446935	"Karlsson Linnér R"
rs7614520-C	1E-8	-	0.625	-	"0.007 unit increase"	[0.005-0.009]	RAP1BP2,ALCAM	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:104519536	34446935	"Karlsson Linnér R"
rs79269403-G	1E-15	-	0.769	-	"0.011 unit increase"	[0.009-0.013]	HHLA2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:108317972	34446935	"Karlsson Linnér R"
rs16855073-C	2E-10	-	0.801	-	"0.009 unit decrease"	[0.007-0.011]	MORC1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:108976244	34446935	"Karlsson Linnér R"
rs2722033-C	1E-8	-	0.063	-	"0.013 unit decrease"	[0.0091-0.0169]	ZBTB20	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	3:114431487	34446935	"Karlsson Linnér R"
rs12660725-C	6E-19	-	0.525	-	"0.011 unit decrease"	[0.009-0.013]	ASCC3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:100530694	34446935	"Karlsson Linnér R"
rs10782363-C	7E-10	-	0.531	-	"0.007 unit increase"	[0.005-0.009]	HACE1,NPM1P10	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:104701838	34446935	"Karlsson Linnér R"
rs531111-T	7E-10	-	0.821	-	"0.009 unit increase"	[0.007-0.011]	LINC00222,FOXO3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:108698403	34446935	"Karlsson Linnér R"
rs458806-C	1E-29	-	0.178	-	"0.016 unit increase"	[0.014-0.018]	MFSD4B,REV3L	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:111354825	34446935	"Karlsson Linnér R"
rs174393-G	2E-10	-	0.253	-	"0.009 unit increase"	[0.007-0.011]	TRAF3IP2-AS1,TRAF3IP2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:111597662	34446935	"Karlsson Linnér R"
rs9372355-A	1E-8	-	0.349	-	"0.007 unit increase"	[0.005-0.009]	SOCS5P5,FCF1P10	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:113216660	34446935	"Karlsson Linnér R"
rs71561806-G	3E-9	-	0.727	-	"0.008 unit increase"	[0.006-0.01]	RNF217-AS1,NKAIN2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:124721359	34446935	"Karlsson Linnér R"
rs45582334-A	8E-10	-	0.691	-	"0.008 unit increase"	[0.006-0.01]	PTPRK	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:128005886	34446935	"Karlsson Linnér R"
rs9402093-G	2E-12	-	0.3	-	"0.009 unit decrease"	[0.007-0.011]	LAMA2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:129032526	34446935	"Karlsson Linnér R"
rs1358433-G	3E-12	-	0.603	-	"0.008 unit decrease"	[0.006-0.01]	UTRN	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:144559822	34446935	"Karlsson Linnér R"
rs1856416-C	2E-12	-	0.798	-	"0.01 unit decrease"	[0.008-0.012]	EPM2A,UTRN	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:144965232	34446935	"Karlsson Linnér R"
rs12204714-C	5E-11	-	0.37	-	"0.008 unit increase"	[0.006-0.01]	ESR1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:151914204	34446935	"Karlsson Linnér R"
rs4870492-C	9E-11	-	0.664	-	"0.008 unit increase"	[0.006-0.01]	ARID1B	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:156811501	34446935	"Karlsson Linnér R"
rs143465123-C	8E-11	-	0.94	-	"0.017 unit increase"	[0.011-0.023]	TULP4	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:158473958	34446935	"Karlsson Linnér R"
rs12194023-C	7E-10	-	0.739	-	"0.008 unit increase"	[0.006-0.01]	PACRG-AS1,CAHM	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:163395871	34446935	"Karlsson Linnér R"
rs7744868-A	1E-9	-	0.804	-	"0.009 unit decrease"	[0.007-0.011]	WDR27	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	6:169660237	34446935	"Karlsson Linnér R"
rs11763008-C	2E-9	-	0.862	-	"0.01 unit increase"	[0.0061-0.0139]	MAD1L1,ELFN1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	7:1766291	34446935	"Karlsson Linnér R"
rs6460944-C	2E-23	-	0.592	-	"0.012 unit decrease"	[0.01-0.014]	MAD1L1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	7:1836563	34446935	"Karlsson Linnér R"
rs4349886-C	2E-26	-	0.462	-	"0.012 unit decrease"	[0.01-0.014]	SDK1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	7:3330406	34446935	"Karlsson Linnér R"
rs35929923-G	2E-8	-	0.744	-	"0.008 unit decrease"	[0.006-0.01]	RNU1-15P,ASS1P11	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	7:21360907	34446935	"Karlsson Linnér R"
rs35851551-A	9E-13	-	0.899	-	"0.016 unit decrease"	[0.012-0.02]	NEUROD6,ADCYAP1R1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	7:31291171	34446935	"Karlsson Linnér R"
rs10237329-C	2E-10	-	0.371	-	"0.008 unit increase"	[0.006-0.01]	PDE1C	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	7:32226113	34446935	"Karlsson Linnér R"
rs17170827-C	2E-10	-	0.816	-	"0.009 unit decrease"	[0.007-0.011]	ELMO1-AS1,ELMO1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	7:37006815	34446935	"Karlsson Linnér R"
rs1174864-G	1E-9	-	0.454	-	"0.007 unit decrease"	[0.005-0.009]	HAUS6P1,POM121L12	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	7:53059866	34446935	"Karlsson Linnér R"
rs62449380-G	4E-10	-	0.493	-	"0.007 unit increase"	[0.005-0.009]	LINC01445	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	7:54417951	34446935	"Karlsson Linnér R"
rs1164598-A	4E-14	-	0.627	-	"0.009 unit decrease"	[0.007-0.011]	HS6ST3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	13:96449317	34446935	"Karlsson Linnér R"
rs9517908-G	6E-12	-	0.211	-	"0.01 unit increase"	[0.008-0.012]	CLYBL	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	13:99897631	34446935	"Karlsson Linnér R"
rs9554664-C	4E-13	-	0.747	-	"0.01 unit decrease"	[0.008-0.012]	PCCA-DT	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	13:100077776	34446935	"Karlsson Linnér R"
rs11616731-A	8E-11	-	0.517	-	"0.008 unit increase"	[0.006-0.01]	GGACT	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	13:100560046	34446935	"Karlsson Linnér R"
rs61972815-C	1E-15	-	0.665	-	"0.01 unit decrease"	[0.008-0.012]	BNIP3P1,LINC00645	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:27894698	34446935	"Karlsson Linnér R"
rs10148671-T	2E-10	-	0.347	-	"0.008 unit decrease"	[0.006-0.01]	LINC02326	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:29000167	34446935	"Karlsson Linnér R"
rs2150544-G	6E-9	-	0.528	-	"0.007 unit decrease"	[0.005-0.009]	LINC02313,ARHGAP5-AS1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:31977043	34446935	"Karlsson Linnér R"
rs7146265-G	5E-10	-	0.517	-	"0.007 unit decrease"	[0.005-0.009]	AKAP6	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:32834068	34446935	"Karlsson Linnér R"
rs2933213-C	9E-12	-	0.581	-	"0.008 unit decrease"	[0.006-0.01]	MDGA2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:46849574	34446935	"Karlsson Linnér R"
rs698015-C	3E-9	-	0.346	-	"0.007 unit decrease"	[0.005-0.009]	OTX2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:56803107	34446935	"Karlsson Linnér R"
rs61991652-C	8E-12	-	0.74	-	"0.009 unit decrease"	[0.007-0.011]	LINC02288	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:77051861	34446935	"Karlsson Linnér R"
rs7144274-G	3E-10	-	0.649	-	"0.008 unit decrease"	[0.006-0.01]	NRXN3,FXNP1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:78159310	34446935	"Karlsson Linnér R"
rs17594561-A	4E-8	-	0.556	-	"0.006 unit decrease"	[0.004-0.008]	NRXN3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:79152407	34446935	"Karlsson Linnér R"
rs12892472-C	2E-9	-	0.612	-	"0.007 unit increase"	[0.005-0.009]	MTCYBP27,RNU6-976P	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:84450574	34446935	"Karlsson Linnér R"
rs11848254-G	8E-11	-	0.356	-	"0.008 unit decrease"	[0.006-0.01]	UNC79	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:93678690	34446935	"Karlsson Linnér R"
rs1381287-C	8E-30	-	0.543	-	"0.014 unit decrease"	[0.012-0.016]	LINC01550,LINC02295	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:98131215	34446935	"Karlsson Linnér R"
rs9671376-C	9E-13	-	0.776	-	"0.01 unit decrease"	[0.008-0.012]	TRAF3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:102903826	34446935	"Karlsson Linnér R"
rs10140740-G	3E-11	-	0.826	-	"0.011 unit increase"	[0.0071-0.0149]	MIR203A,KIF26A	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:104132759	34446935	"Karlsson Linnér R"
rs1435679-G	5E-8	-	0.445	-	"0.006 unit decrease"	[0.004-0.008]	COX6CP4,LINC02853	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:36107044	34446935	"Karlsson Linnér R"
rs373408008-G	4E-9	-	0.72	-	"0.008 unit increase"	[0.006-0.01]	NPAS3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:33204007	34446935	"Karlsson Linnér R"
rs9788479-C	5E-8	-	0.062	-	"0.012 unit increase"	[0.0081-0.0159]	MBIP,RN7SKP21	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:36286777	34446935	"Karlsson Linnér R"
rs10151354-G	1E-8	-	0.363	-	"0.007 unit decrease"	[0.005-0.009]	RNU6-297P,LINC00648	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:48101883	34446935	"Karlsson Linnér R"
rs1051861-C	2E-13	-	0.41	-	"0.009 unit increase"	[0.007-0.011]	ARID4A	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:58371983	34446935	"Karlsson Linnér R"
rs7143268-A	4E-8	-	0.625	-	"0.007 unit increase"	[0.005-0.009]	GPR135	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	14:59446909	34446935	"Karlsson Linnér R"
rs12907546-G	1E-31	-	0.796	-	"0.017 unit decrease"	[0.015-0.019]	SEMA6D	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	15:47392083	34446935	"Karlsson Linnér R"
rs11872397-G	1E-9	-	0.732	-	"0.008 unit increase"	[0.006-0.01]	ZNF407	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	18:74823326	34446935	"Karlsson Linnér R"
